"","...1","...2","...3",":id",":version",":created_at",":updated_at","record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated","year"
"313",313,313,1645,"row-4ipt~ipjt-2mp4","rv-5sn4_udid-wt4a",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"16dad4d84b155a1dd50e5a8f6d15d1c0",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"da45f9369d1cf70dbdfa868a2f4154a4",2026-07-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",170189271.77305,"copies/g dry sludge",76.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"314",314,314,1647,"row-jwma-jxe9.ruct","rv-pm6a_9ccn_z2p7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"3226b795662fe3d065fd7bdbc698b859",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"607f7ea6503b3517bdaaaad56e2faf36",2026-01-27,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",16243.71781,"copies/g dry sludge",1100,"yes",16243.71781,NA,9e-05,"pepper mild mottle virus",186614549.01205,"copies/g dry sludge",157.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"315",315,315,1651,"row-d79d_nkrn~zw9d","rv-9ytt-dbza~h2ja",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c5ced7c57fd461d2f381fc22c1472f49",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"6ae19f1dd0998e46a2b9b94f26d7b8a1",2026-02-19,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",197319470.64504,"copies/g dry sludge",213.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"316",316,316,1653,"row-nbs7_b9qh~fcei","rv-qhy9.2r4u-j56g",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"15b8bafcfcd183c99b6cda6209eb0a9b",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"6abae2edf41b3390aaa3936ea42e00c3",2026-06-16,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",88014554.53538,"copies/l wastewater",110.6,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"317",317,317,1657,"row-4spp.zxh2.nvud","rv-jmdq-th2n~ychy",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f72d137a9b30a6560b5789f814e62c76",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"68cd28c8514e31a8ae1de62b5934d05b",2026-02-03,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",39713.52528,"copies/g dry sludge",1100,"yes",39713.52528,NA,0.00012,"pepper mild mottle virus",326070658.33333,"copies/g dry sludge",129.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"318",318,318,1678,"row-7tj7.erq6-rx5p","rv-wmxn~9vui~taq4",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"58421d24891a46f87b3d8fa02ef2971e",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"19db8d169c818354fd6ca44aa92ffba9",2026-03-20,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",37321.9464,"copies/g dry sludge",1100,"yes",37321.9464,NA,0.00011,"pepper mild mottle virus",340843842.00966,"copies/g dry sludge",102.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"319",319,319,1685,"row-n9n8-cmky.6er3","rv-964k.cu27~f9n6",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ace2282e15bfd0e3d900fad18229b94c",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"72f0a2c7cdd7f36a0a85efe282bf51c6",2026-06-25,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",279872167.3266,"copies/g dry sludge",96.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"320",320,320,1691,"row-ttfv.vhub~8ugs","rv-dx9y.sv68_2j6g",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"a700a62a64f33af5000d0780ca690ae4",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"71d2a5b0282f96680903708334ee3ac5",2026-07-08,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",343507342.6601,"copies/g dry sludge",104.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"321",321,321,1697,"row-ez9e~fiwi.tyvb","rv-ku44.g93j_eb4n",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"cd63a401ee82d49055d97dc3630b5f87",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"f3303ea62a0e885c850de924c94969a2",2026-04-21,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",22274.49189,"copies/g dry sludge",1100,"yes",22274.49189,NA,0.00019,"pepper mild mottle virus",118911441.44633,"copies/g dry sludge",89,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"322",322,322,1699,"row-4arm~wk5k~rrie","rv-dcuu-5hy9~dmqg",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"d0027d7f27b5680d671ba957b2c7016c",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"e0666ebef2d5fe0fd2bd9a5c2131f3e3",2026-07-02,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",139571502.43137,"copies/g dry sludge",77.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"323",323,323,1702,"row-qhqt_7ua4_c2em","rv-c7yg_675y.m2zp",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"03d3c45fc41031609b4524ed2748914f",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"d3f62a1e94b697401d68fe5ed7d41fb1",2026-06-11,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",260534774.37909,"copies/g dry sludge",174.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"324",324,324,1706,"row-zewi_2qit_zfjz","rv-zk9n-snjv-sman",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"cf7c05781832ec9a56047e61a1142158",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"c69581f864e33d973f9162393be9376f",2026-02-02,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",24977.00718,"copies/g dry sludge",1100,"yes",24977.00718,NA,0.00017,"pepper mild mottle virus",145252730.21138,"copies/g dry sludge",90.2,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"325",325,325,1710,"row-bjyc_9m69_me27","rv-esn6_2gxe_h9q9",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"31157b357355b83465436b783911eb9d",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"37a7bf3bc1c68652e088f87e0a54d938",2026-01-26,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",7055.18247,"copies/g dry sludge",1100,"yes",7055.18247,NA,0,"pepper mild mottle virus",2970816253.49794,"copies/g dry sludge",142.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"326",326,326,1713,"row-378t-4nty.8fdh","rv-zpvj_j22m.3hwu",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b68c930388b21a0faba67f43c6b9db62",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"730505b4ab446cc830313a3e8d03ed12",2026-04-27,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",66714.47192,"copies/g dry sludge",1100,"yes",66714.47192,NA,0.00019,"pepper mild mottle virus",357263605.83648,"copies/g dry sludge",191.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"327",327,327,1720,"row-evbj_bhf5-fqic","rv-6f3e~wyey_um7i",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"392f45ed6ed092a3ccab47055c5abeb2",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"b201de588947229385d44dcf8b5d041e",2026-03-05,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",13382.08142,"copies/g dry sludge",1100,"yes",13382.08142,NA,0.00017,"pepper mild mottle virus",79902581.75597,"copies/g dry sludge",131.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"328",328,328,1721,"row-utb5-yr76_bu8r","rv-nhpd-si2w-ntdi",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9b1f9de2753c3cc9244ad08b6a8cc19e",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"76c443760e6c82ac31fa0f3fba667bfe",2026-01-28,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",24330.26005,"copies/g dry sludge",1100,"yes",24330.26005,NA,6e-05,"pepper mild mottle virus",427997911.2,"copies/g dry sludge",116.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"329",329,329,1725,"row-i6dd-jxns~rph8","rv-s6hw.db4v_9kcy",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f32d946abd4b5e238510ddbb28cd2a66",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"8e0cc75ad0048e83eaabaac4722b3b00",2026-07-06,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",355431665.9481,"copies/g dry sludge",149.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"330",330,330,1734,"row-kc7s.3vzt~9pgr","rv-59i9_vvgp.97ee",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"1d8d9dc2c25ec3abf4ea1d87842e5481",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"799ec6db2be88ff5ff983226c6b81a10",2026-01-02,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",8629.22346,"copies/g dry sludge",1100,"yes",8629.22346,NA,3e-05,"pepper mild mottle virus",343787618.11921,"copies/g dry sludge",91.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"331",331,331,1738,"row-qtdd_nzt9-sesk","rv-vyjc-78s7.nics",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"a6653b81df934982bb67ad93e01b1185",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"6dc2f0c85696b6723cf3ab6b6b87dd46",2026-05-14,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",16837.93711,"copies/g dry sludge",1100,"yes",16837.93711,NA,2e-05,"pepper mild mottle virus",726821723.02222,"copies/g dry sludge",91.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"332",332,332,1741,"row-8i86-b86c~kbhw","rv-98uj.aqm6-hpsz",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"cd7493ffcdaea95a847267d64aaca092",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"14bbd01b72a36d013d46761f9a021fb8",2026-06-08,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",480571707.20489,"copies/g dry sludge",143.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"333",333,333,1745,"row-c96j-8qv8.d245","rv-xu6n_5z2h.nevg",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b83dc772b157d35879a4279cc1bbcd5f",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"95f1a30dddf3b9a2b2c8ac901ebdf416",2026-06-02,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",133517710.36863,"copies/g dry sludge",120.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"334",334,334,1749,"row-ybh5~6n2t~8es8","rv-cfph-5s25_5ix4",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"eea79f6dc47c76e97c9ba510132392dc",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"2364d10b2c50a79b0c3ed63542e7a437",2026-01-12,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",13920.68736,"copies/g dry sludge",1100,"yes",13920.68736,NA,7e-05,"pepper mild mottle virus",186681523.74701,"copies/g dry sludge",203.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"335",335,335,1753,"row-piq5.xu8h_hp34","rv-2p2r.8vw3.er6h",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"90f401849be01e19f2a399507b9cd699",2350,"vt","CDC_Verily",50001,"Addison",9000,"f7dfb259c4b5d53585d637bfb43a35f4",2026-03-03,"24-hr flow-weighted composite","raw wastewater","wwtp",1,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",5501.06866,"copies/l wastewater",1500,"yes",5501.06866,2313749.47987,9e-05,"pepper mild mottle virus",63465266.28923,"copies/l wastewater",105.5,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"336",336,336,1757,"row-vgvg-trdw_ar49","rv-f7hu_v5vh.qpvc",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"fce8d44e1ea811b62df35166bfa0ef47",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"3ffdcde5a867fc320c61e40295bb3117",2026-06-25,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",134905573.63731,"copies/g dry sludge",166.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"337",337,337,1758,"row-cs5a~bek2~netw","rv-njeh_r6vk_ibrz",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"1983018ba12376dc4a822c2d3cdea300",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"9c35033b8a1503a2f3647153c3b25b42",2026-03-12,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",54661.54127,"copies/g dry sludge",1100,"yes",54661.54127,NA,0.00019,"pepper mild mottle virus",280404009.71274,"copies/g dry sludge",94.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"338",338,338,1764,"row-7huz_635z-9j5f","rv-p2du_3e4j.jnr8",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"55405a40d41815ec736687580487f6f0",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"f350b9a6d88d42cb89fcdcf249e11144",2026-02-10,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",5495.06238,"copies/l wastewater",1500,"yes",5495.06238,NA,6e-05,"pepper mild mottle virus",97858210.63385,"copies/l wastewater",52,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"339",339,339,1767,"row-x3hx_3mk3~gdz3","rv-kgcb_t75i_ijcc",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"bb2b8ee5cf6d496450cad8adb2b3c3c4",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"c09a4f7b468604f436c175da2286b1f1",2026-07-14,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",137085007.87692,"copies/l wastewater",156.6,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"340",340,340,1768,"row-rsnb-eay4-b84g","rv-4a5m-fzxk~4ku4",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"e5b8e75332cd817c17dd9cd8cbe8777f",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"4a824fb499d851d335f9ea826dc74fb0",2026-02-18,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",99973.75962,"copies/g dry sludge",1100,"yes",99973.75962,NA,0.00037,"pepper mild mottle virus",268948025.14747,"copies/g dry sludge",196.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"341",341,341,1778,"row-dac8_2hje-fy8x","rv-9n9d_aiez-439h",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"284d12139bf8e5b7b2d7d255d3cdd2f2",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"21babe93113eb522995d9ddf89b4fcae",2026-03-17,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",42608.16272,"copies/g dry sludge",1100,"yes",42608.16272,NA,0.00031,"pepper mild mottle virus",135794045.0696,"copies/g dry sludge",123.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"342",342,342,1779,"row-t38r~4jrx-q8x3","rv-d8e2~brh5_6aw6",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"9454da3876a021d077d84b0740a24aa8",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"94d99e2744ca1aec20f90cc72d18c0c3",2026-04-30,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",3921.0174,"copies/g dry sludge",1100,"yes",3921.0174,NA,3e-05,"pepper mild mottle virus",139028015.14667,"copies/g dry sludge",77.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"343",343,343,1789,"row-r39r.rsem-hv96","rv-bw83~s5aa-v8sq",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"e279fe53657ff720e273b0251e498a1c",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"9a6fe9f9668175c1338c58202b782b83",2026-04-02,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",55112.72899,"copies/g dry sludge",1100,"yes",55112.72899,NA,0.00017,"pepper mild mottle virus",323060376.72727,"copies/g dry sludge",110.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"344",344,344,1790,"row-nf8b_y8g2_zqkk","rv-iexw~fbvt.ybiz",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"6a1e0233bc4dbe3d23fe50272aa6c904",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"4827d2560b8a80cf3cf3fc3bb59481d8",2026-06-01,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",397158274.92811,"copies/g dry sludge",299.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"345",345,345,1792,"row-zwed.w5pd~gm4r","rv-tbxw_ajxw.jqkc",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"793a614bfa406db9b0a53d222b848fc9",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"7ac11650e8e6b93904fd81c612ac33a4",2026-05-04,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",17453.03773,"copies/g dry sludge",1100,"yes",17453.03773,NA,3e-05,"pepper mild mottle virus",531153210.2716,"copies/g dry sludge",94.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"346",346,346,1804,"row-zv77_rwy5_acis","rv-9cma.twue~b6qt",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"4fc686ec32bf5c2a7cae74025fab0631",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"c790a19184694f6f33bb5eb2ee06fb46",2026-06-18,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",483964310.62069,"copies/g dry sludge",64.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"347",347,347,1809,"row-jywz.zyfj-zpt3","rv-enaz_9v2v_mawu",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"bf23035e7f9a28cdb303d536eb8b142f",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"ceebd9fdc471ddb57a023ef903e78575",2026-06-30,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,0,"pepper mild mottle virus",150849102.30154,"copies/l wastewater",149.6,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"348",348,348,1810,"row-c5dw-hyce.5xu3","rv-rfjq_29cr.6a7n",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7e6ab8c7b45c0e1572169dd81760cbbc",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"501787197dad37b751244640e939a368",2026-03-31,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",1437.26328,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",106494328.41846,"copies/l wastewater",77.9,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"349",349,349,1816,"row-a2re_x7sz-rk3a","rv-2nav.d48r.qeb4",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"cec72ff2fdc2a25b1bf5a255c8306535",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"14476dd4def934735effaa1b2db79908",2026-02-17,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",12006.74031,"copies/l wastewater",1500,"yes",12006.74031,NA,8e-05,"pepper mild mottle virus",142500582.17846,"copies/l wastewater",151.2,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
